Type1,fileid
Electric,resize_Raichu-8.jpg
Bug,resize_Shelmet-26.png
Normal,resize_Miltank-10.jpg
Fighting,resize_Sawk-32.png
Psychic,resize_Gardevoir-0.png
Bug,resize_Spinarak-30.png
Electric,resize_RotomFrost Rotom-3.png
Rock,resize_Tyrunt-25.jpg
Ghost,resize_PumpkabooAverage Size-21.png
Water,resize_Lotad-28.jpg
Water,resize_Lumineon-19.png
Normal,resize_Lickilicky-7.png
Dragon,resize_Bagon-6.png
Bug,resize_Leavanny-27.png
Grass,resize_Snivy-19.jpg
Water,resize_SharpedoMega Sharpedo-32.png
Bug,resize_Burmy-16.png
Steel,resize_Aron-0.jpg
Bug,resize_Leavanny-33.png
Water,resize_Tirtouga-0.png
Fairy,resize_Slurpuff-22.png
Water,resize_Phione-33.jpg
Water,resize_Azumarill-28.png
Fighting,resize_Machoke-8.png
Poison,resize_Koffing-30.png
Rock,resize_Onix-13.jpg
Rock,resize_Lunatone-22.png
Water,resize_Slowking-1.jpg
Fire,resize_Charizard-2.png
Bug,resize_Butterfree-3.png
Ground,resize_Donphan-21.png
Fire,resize_Cyndaquil-11.jpg
Fire,resize_Ho-oh-1.jpg
Dark,resize_Sneasel-2.png
Fire,resize_Vulpix-30.png
Fighting,resize_Makuhita-12.png
Bug,resize_Shelmet-32.png
Bug,resize_Silcoon-5.png
Fairy,resize_Clefairy-21.png
Dragon,resize_Gabite-12.jpg
Dragon,resize_LatiosMega Latios-5.jpg
Grass,resize_Hoppip-29.jpg
Electric,resize_Pikachu-24.jpg
Psychic,resize_Beheeyem-23.png
Ghost,resize_Haunter-2.png
Fighting,resize_Pancham-0.png
Electric,resize_Ampharos-10.png
Fairy,resize_Sylveon-20.png
Normal,resize_Teddiursa-6.jpg
Poison,resize_Dragalge-6.png
Water,resize_Kingler-32.png
Ground,resize_Trapinch-7.png
Rock,resize_Archen-10.png
Normal,resize_Unfezant-2.png
Grass,resize_Snivy-25.jpg
Normal,resize_Tranquill-34.png
Rock,resize_Pupitar-28.jpg
Fairy,resize_Clefable-21.jpg
Grass,resize_Tropius-26.png
Rock,resize_Binacle-7.png
Bug,resize_Kakuna-26.png
Psychic,resize_Kadabra-4.png
Electric,resize_Magneton-4.png
Water,resize_Lumineon-25.png
Rock,resize_Boldore-33.png
Dark,resize_Murkrow-13.png
Normal,resize_Whismur-7.png
Psychic,resize_Duosion-16.png
Water,resize_KyogrePrimal Kyogre-10.jpg
Psychic,resize_Celebi-21.jpg
Bug,resize_Kakuna-32.png
Rock,resize_Boldore-27.png
Fire,resize_Monferno-20.jpg
Water,resize_Marshtomp-6.png
Water,resize_Kingler-26.png
Normal,resize_Tranquill-20.png
Water,resize_Azumarill-14.png
Water,resize_Psyduck-13.jpg
Water,resize_Corphish-19.png
Normal,resize_Raticate-31.png
Rock,resize_Diancie-8.png
Fire,resize_Darumaka-13.jpg
Psychic,resize_DeoxysNormal Forme-12.jpg
Rock,resize_Aerodactyl-13.png
Normal,resize_Rufflet-4.jpg
Normal,resize_Fearow-18.jpg
Bug,resize_Spinarak-5.jpg
Water,resize_Wartortle-13.jpg
Psychic,resize_Gothitelle-28.png
Bug,resize_Scolipede-13.jpg
Ice,resize_Smoochum-27.png
Electric,resize_Pikachu-30.jpg
Water,resize_Psyduck-12.jpg
Grass,resize_Snivy-30.jpg
Normal,resize_Tranquill-21.png
Water,resize_Azumarill-15.png
Dragon,resize_Goomy-10.png
Water,resize_Kingler-27.png
Water,resize_Marshtomp-7.png
Fire,resize_Monferno-21.jpg
Rock,resize_Boldore-26.png
Bug,resize_Kakuna-33.png
Dark,resize_Murkrow-12.png
Electric,resize_Pikachu-31.jpg
Ice,resize_Smoochum-26.png
Normal,resize_Fearow-19.jpg
Grass,resize_Grotle-9.png
Dark,resize_Yveltal-7.png
Psychic,resize_DeoxysNormal Forme-13.jpg
Fairy,resize_Florges-0.jpg
Dragon,resize_Zekrom-34.jpg
Water,resize_Corphish-18.png
Rock,resize_Aurorus-14.jpg
Electric,resize_Ampharos-11.png
Fighting,resize_Pancham-1.png
Ice,resize_Sealeo-26.jpg
Psychic,resize_Beheeyem-22.png
Fire,resize_Charmeleon-10.png
Water,resize_Lumineon-24.png
Water,resize_Oshawott-14.png
Psychic,resize_Kadabra-5.png
Bug,resize_Kakuna-27.png
Fairy,resize_Clefable-20.jpg
Psychic,resize_Celebi-34.jpg
Electric,resize_Raichu-17.png
Rock,resize_Tyrunt-18.jpg
Normal,resize_Unfezant-3.png
Fire,resize_Rapidash-17.jpg
Ground,resize_Sandile-18.png
Normal,resize_Teddiursa-7.jpg
Bug,resize_Butterfree-2.png
Ground,resize_Golurk-16.jpg
Water,resize_Palpitoad-23.jpg
Rock,resize_Lunatone-23.png
Rock,resize_Onix-12.jpg
Fighting,resize_Machoke-9.png
Fairy,resize_Slurpuff-23.png
Water,resize_Phione-32.jpg
Water,resize_Tirtouga-1.png
Bug,resize_Leavanny-32.png
Bug,resize_Burmy-17.png
Fire,resize_Monferno-9.png
Psychic,resize_Gothitelle-15.png
Normal,resize_Minccino-16.png
Rock,resize_Anorith-8.jpg
Normal,resize_Fearow-25.jpg
Dragon,resize_Gabite-13.jpg
Dragon,resize_LatiosMega Latios-4.jpg
Bug,resize_Spinarak-25.png
Fighting,resize_Sawk-27.png
Bug,resize_Silcoon-4.png
Bug,resize_Shelmet-33.png
Fighting,resize_Makuhita-13.png
Water,resize_Wingull-12.jpg
Fire,resize_Cyndaquil-10.jpg
Fire,resize_Ho-oh-0.jpg
Ghost,resize_GengarMega Gengar-10.png
Fighting,resize_Sawk-33.png
Fighting,resize_Hitmontop-7.png
Rock,resize_Tyrantrum-3.png
Dark,resize_Bisharp-29.jpg
Fire,resize_Vulpix-25.png
Electric,resize_Raichu-9.jpg
Bug,resize_Kricketot-22.jpg
Bug,resize_Vivillon-0.png
Bug,resize_Volcarona-32.jpg
Normal,resize_Azurill-1.png
Electric,resize_Blitzle-17.png
Water,resize_Phione-0.png
Rock,resize_Geodude-11.png
Fairy,resize_Clefairy-34.png
Water,resize_Corphish-30.png
Ice,resize_Sealeo-3.png
Grass,resize_Vileplume-21.jpg
Poison,resize_Koffing-25.png
Water,resize_Phione-26.jpg
Dragon,resize_Bagon-7.png
Water,resize_Lumineon-18.png
Normal,resize_Pidove-4.jpg
Ground,resize_Donphan-34.png
Water,resize_Lotad-29.jpg
Ghost,resize_PumpkabooAverage Size-20.png
Water,resize_Croconaw-2.jpg
Normal,resize_Porygon-11.jpg
Normal,resize_Lillipup-15.jpg
Fire,resize_CameruptMega Camerupt-5.jpg
Water,resize_Suicune-22.jpg
Poison,resize_Muk-19.gif
Water,resize_Whiscash-30.png
Fire,resize_Arcanine-24.png
Ghost,resize_Mismagius-3.jpg
Fire,resize_Infernape-25.png
Bug,resize_Sewaddle-5.jpg
Water,resize_Barboach-12.png
Bug,resize_WormadamTrash Cloak-14.png
Ground,resize_Donphan-7.png
Steel,resize_Skarmory-7.jpg
Normal,resize_Lillipup-2.png
Normal,resize_Noctowl-4.png
Ice,resize_Cryogonal-22.jpg
Poison,resize_Croagunk-14.jpg
Steel,resize_Bronzong-2.png
Water,resize_Poliwrath-29.png
Ghost,resize_Drifblim-1.png
Bug,resize_Scatterbug-24.jpg
Ghost,resize_Chandelure-26.png
Normal,resize_Pidgey-32.png
Flying,resize_Noibat-17.png
Poison,resize_Nidoking-3.png
Fire,resize_Tepig-31.png
Grass,resize_Bayleef-33.jpg
Psychic,resize_Lugia-14.jpg
Bug,resize_Scatterbug-30.jpg
Rock,resize_Anorith-27.jpg
Water,resize_Quagsire-25.jpg
Normal,resize_Pidgey-26.png
Dark,resize_Honchkrow-23.jpg
Water,resize_Mudkip-29.jpg
Water,resize_Tympole-3.png
Fighting,resize_Riolu-33.jpg
Bug,resize_Scyther-33.jpg
Fire,resize_Braixen-16.png
Dark,resize_SableyeMega Sableye-29.jpg
Steel,resize_Metagross-28.jpg
Dragon,resize_Kyurem-17.png
Grass,resize_Ferroseed-21.png
Fire,resize_Flareon-9.jpg
Fire,resize_Infernape-31.png
Fighting,resize_Hitmonchan-32.png
Psychic,resize_HoopaHoopa Unbound-2.png
Water,resize_Wartortle-7.jpg
Electric,resize_Minun-4.png
Bug,resize_Masquerain-13.jpg
Psychic,resize_DeoxysDefense Forme-17.png
Water,resize_Kingdra-26.jpg
Fairy,resize_Flabébé-19.png
Fire,resize_Arcanine-30.png
Bug,resize_Venonat-27.jpg
Normal,resize_Porygon2-17.png
Water,resize_Carvanha-11.png
Fire,resize_Chimchar-15.png
Fire,resize_Infernape-19.png
Water,resize_Froakie-0.png
Ground,resize_Gliscor-11.png
Ground,resize_Rhyperior-21.png
Grass,resize_Snover-26.png
Steel,resize_Skarmory-26.jpg
Bug,resize_Illumise-3.png
Dragon,resize_KyuremWhite Kyurem-1.jpg
Psychic,resize_MeowsticMale-11.png
Fairy,resize_Flabébé-31.png
Electric,resize_AmpharosMega Ampharos-10.png
Water,resize_Lombre-12.jpg
Bug,resize_Scatterbug-18.jpg
Ice,resize_Glaceon-31.jpg
Bug,resize_Beautifly-23.png
Fire,resize_CharizardMega Charizard Y-4.png
Fairy,resize_Togekiss-25.jpg
Water,resize_Poliwrath-15.png
Bug,resize_Venonat-3.png
Steel,resize_Honedge-2.png
Water,resize_Mantine-0.png
Psychic,resize_Lugia-28.jpg
Grass,resize_Foongus-0.png
Rock,resize_Archen-0.png
Ice,resize_Glaceon-25.jpg
Ground,resize_LandorusTherian Forme-17.jpg
Psychic,resize_Swoobat-5.png
Psychic,resize_GalladeMega Gallade-0.jpg
Poison,resize_Muk-31.gif
Fairy,resize_Flabébé-25.png
Electric,resize_Zapdos-9.png
Normal,resize_Zigzagoon-5.png
Ground,resize_Phanpy-29.png
Water,resize_Lanturn-11.png
Fairy,resize_Aromatisse-16.gif
Dragon,resize_Sliggoo-17.png
Psychic,resize_Grumpig-8.jpg
Grass,resize_Snover-32.png
Rock,resize_Armaldo-17.png
Bug,resize_Heracross-23.jpg
Fire,resize_Tepig-25.jpg
Ground,resize_Diglett-18.jpg
Ghost,resize_Chandelure-32.jpg
Grass,resize_Cacturne-9.png
Ice,resize_Glaceon-19.png
Psychic,resize_GardevoirMega Gardevoir-11.png
Rock,resize_Kabuto-9.png
Psychic,resize_MewtwoMega Mewtwo Y-13.png
Psychic,resize_Mesprit-28.jpg
Rock,resize_Tyrantrum-10.png
Normal,resize_Regigigas-0.png
Electric,resize_Eelektross-17.png
Water,resize_Whiscash-24.jpg
Rock,resize_Roggenrola-6.jpg
Normal,resize_Chatot-17.png
Bug,resize_Pineco-6.png
Bug,resize_Yanma-33.png
Ghost,resize_GiratinaOrigin Forme-23.jpg
Bug,resize_Joltik-29.jpg
Water,resize_Kingdra-32.png
Bug,resize_Yanma-27.png
Dark,resize_AbsolMega Absol-4.png
Fighting,resize_Hitmontop-12.png
Water,resize_Clawitzer-13.png
Poison,resize_Nidoran♀-19.jpg
Water,resize_Azumarill-5.jpg
Fighting,resize_Hitmonchan-26.jpg
Psychic,resize_Espeon-29.jpg
Fairy,resize_Togekiss-19.png
Grass,resize_Quilladin-22.png
Dark,resize_Houndour-8.gif
Rock,resize_Regirock-13.jpg
Fire,resize_Numel-13.png
Ghost,resize_Chandelure-9.png
Fighting,resize_Riolu-27.png
Bug,resize_Scyther-27.png
Grass,resize_Bayleef-27.png
Rock,resize_Anorith-33.png
Fairy,resize_Togekiss-31.png
Water,resize_KeldeoResolute Forme-12.jpg
Water,resize_Golduck-16.jpg
Normal,resize_Spearow-23.jpg
Dark,resize_SableyeMega Sableye-15.png
Psychic,resize_Mesprit-14.jpg
Steel,resize_Metagross-14.png
Steel,resize_AegislashBlade Forme-17.png
Water,resize_Mudkip-15.png
Fire,resize_Tepig-19.jpg
Rock,resize_Diancie-16.png
Bug,resize_Burmy-8.png
Water,resize_Quagsire-19.png
Rock,resize_Lileep-13.png
Water,resize_Whiscash-18.jpg
Normal,resize_Lickilicky-16.jpg
Ground,resize_Trapinch-11.png
Normal,resize_Pidgeot-26.png
Bug,resize_Joltik-15.jpg
Ground,resize_Hippopotas-10.jpg
Water,resize_Luvdisc-30.png
Bug,resize_Venonat-33.png
Rock,resize_Omastar-12.png
Steel,resize_Steelix-20.png
Steel,resize_Jirachi-16.jpg
Poison,resize_Nidoran♀-31.jpg
Water,resize_KyogrePrimal Kyogre-6.png
Psychic,resize_Natu-16.png
Water,resize_Frogadier-9.jpg
Water,resize_Luvdisc-24.png
Steel,resize_Steelix-34.png
Water,resize_Wooper-1.jpg
Poison,resize_Nidoran♀-25.jpg
Psychic,resize_Espeon-15.jpg
Fire,resize_Arcanine-18.jpg
Electric,resize_RotomMow Rotom-0.jpg
Ground,resize_Claydol-8.png
Normal,resize_Pidgeot-32.png
Normal,resize_Lillipup-29.png
Water,resize_Jellicent-10.png
Electric,resize_Magnezone-5.png
Rock,resize_Kabuto-23.png
Steel,resize_SteelixMega Steelix-23.png
Grass,resize_Bellossom-10.png
Ground,resize_Diglett-30.jpg
Ice,resize_Cubchoo-4.png
Rock,resize_AerodactylMega Aerodactyl-3.png
Flying,resize_Noivern-10.png
Poison,resize_Croagunk-28.png
Grass,resize_Sunkern-24.gif
Ground,resize_Excadrill-10.png
Psychic,resize_DeoxysAttack Forme-7.png
Electric,resize_Minun-28.png
Fire,resize_Litleo-9.png
Normal,resize_Raticate-24.jpg
Ice,resize_Snorunt-0.png
Water,resize_Prinplup-13.png
Dragon,resize_Zekrom-20.png
Fairy,resize_Sylveon-21.jpg
Water,resize_Squirtle-5.png
Rock,resize_Omanyte-9.jpg
Dark,resize_Bisharp-15.png
Fire,resize_Vulpix-19.jpg
Bug,resize_Durant-6.jpg
Ice,resize_Smoochum-32.jpg
Electric,resize_Pikachu-25.png
Grass,resize_Hoppip-28.png
Ghost,resize_Haunter-3.jpg
Rock,resize_Pupitar-29.png
Psychic,resize_Mew-33.png
Rock,resize_Boldore-32.jpg
Psychic,resize_Unown-23.png
Ghost,resize_Yamask-29.png
Rock,resize_Binacle-6.jpg
Water,resize_Lotad-15.png
Grass,resize_Tropius-27.jpg
Water,resize_Kingler-33.jpg
Poison,resize_Dragalge-7.jpg
Water,resize_Gastrodon-9.png
Poison,resize_Koffing-19.jpg
Grass,resize_Snivy-24.png
Rock,resize_Archen-11.jpg
Ground,resize_Trapinch-6.jpg
Psychic,resize_Chingling-5.gif
Dark,resize_HoundoomMega Houndoom-14.jpg
Water,resize_Ducklett-21.png
Psychic,resize_Celebi-20.png
Psychic,resize_Duosion-17.jpg
Water,resize_KyogrePrimal Kyogre-11.png
Psychic,resize_Mew-27.png
Normal,resize_Whismur-6.jpg
Dragon,resize_Haxorus-14.png
Grass,resize_Whimsicott-23.png
Water,resize_Lumineon-30.jpg
Fire,resize_Growlithe-10.jpg
Dragon,resize_KyuremWhite Kyurem-17.png
Fairy,resize_Clefable-34.png
Grass,resize_Tropius-33.jpg
Water,resize_Dewgong-6.png
Normal,resize_Swellow-1.png
Bug,resize_Scolipede-12.png
Bug,resize_Durant-10.jpg
Bug,resize_BeedrillMega Beedrill-6.jpg
Ice,resize_Sealeo-32.png
Normal,resize_Herdier-22.gif
Rock,resize_Aerodactyl-12.jpg
Normal,resize_Rufflet-5.png
Fire,resize_Darumaka-12.png
Rock,resize_Diancie-9.jpg
Normal,resize_Raticate-30.jpg
Ground,resize_LandorusTherian Forme-8.png
Psychic,resize_Gothitelle-29.jpg
Water,resize_Wartortle-12.png
Rock,resize_Nosepass-7.png
Bug,resize_Shelmet-27.jpg
Grass,resize_Hoppip-14.png
Electric,resize_Pikachu-19.png
Bug,resize_Spinarak-31.jpg
Grass,resize_Nuzleaf-0.png
Normal,resize_Doduo-12.png
Water,resize_Empoleon-11.png
Fighting,resize_Meditite-8.png
Psychic,resize_Spoink-10.png
Poison,resize_Toxicroak-16.png
Normal,resize_Miltank-11.png
Rock,resize_Aurorus-28.png
Water,resize_Buizel-3.jpg
Water,resize_Empoleon-7.jpg
Normal,resize_Fearow-31.png
Fighting,resize_Conkeldurr-2.png
Bug,resize_Leavanny-26.jpg
Fighting,resize_Gurdurr-9.png
Ground,resize_Sandile-24.jpg
Normal,resize_Lickilicky-6.jpg
Poison,resize_Weezing-16.jpg
Water,resize_SharpedoMega Sharpedo-33.jpg
Grass,resize_Snivy-18.png
Rock,resize_Pupitar-15.png
Rock,resize_Tyrunt-24.png
Electric,resize_RotomFrost Rotom-2.jpg
Ghost,resize_Yamask-15.png
Dragon,resize_Axew-1.png
Bug,resize_Volcarona-3.png
Rock,resize_Tyrunt-30.png
Water,resize_Sharpedo-1.jpg
Water,resize_Slowking-0.png
Dragon,resize_Haxorus-28.png
Ground,resize_Donphan-20.jpg
Ghost,resize_PumpkabooAverage Size-34.jpg
Steel,resize_Aron-1.png
Water,resize_SharpedoMega Sharpedo-27.jpg
Poison,resize_Koffing-31.jpg
Water,resize_Azumarill-29.jpg
Fire,resize_Entei-0.png
Psychic,resize_Natu-9.jpg
Ground,resize_Drilbur-3.png
Electric,resize_Plusle-1.png
Flying,resize_Noibat-8.jpg
Water,resize_Clamperl-21.jpg
Fire,resize_Vulpix-31.jpg
Dark,resize_Sneasel-3.jpg
Psychic,resize_Chimecho-23.png
Bug,resize_Volcarona-26.png
Normal,resize_Arceus-2.gif
Psychic,resize_Gothita-13.png
Dark,resize_Mandibuzz-22.png
Normal,resize_Spinda-32.gif
Water,resize_Blastoise-17.png
Ghost,resize_Gastly-2.png
Psychic,resize_Kirlia-4.png
Bug,resize_Forretress-11.png
Dark,resize_Scrafty-26.png
Ice,resize_Glalie-14.jpg
Poison,resize_Stunky-30.png
Ground,resize_Flygon-23.jpg
Bug,resize_Butterfree-32.jpg
Normal,resize_Fletchling-24.jpg
Fairy,resize_Granbull-24.jpg
Psychic,resize_Azelf-14.png
Grass,resize_Jumpluff-3.jpg
Grass,resize_Cottonee-32.jpg
Dragon,resize_Shelgon-8.png
Fairy,resize_Clefable-0.png
Dragon,resize_Dragonite-5.jpg
Fighting,resize_Medicham-21.png
Electric,resize_Eelektrik-11.jpg
Water,resize_Clamperl-1.jpg
Fairy,resize_Cleffa-26.jpg
Grass,resize_Servine-7.png
Electric,resize_ManectricMega Manectric-22.jpg
Dark,resize_Sableye-21.png
Normal,resize_Tranquill-1.png
Bug,resize_Mothim-11.jpg
Psychic,resize_Mesprit-7.png
Grass,resize_Cottonee-26.jpg
Steel,resize_Klefki-18.png
Normal,resize_Stantler-18.jpg
Ground,resize_Krokorok-6.png
Fire,resize_CharizardMega Charizard X-15.jpg
Ice,resize_Walrein-19.png
Fairy,resize_Cleffa-32.jpg
Dark,resize_Scrafty-32.png
Ice,resize_Vanilluxe-33.jpg
Bug,resize_Genesect-29.jpg
Bug,resize_Butterfree-26.jpg
Rock,resize_Probopass-20.jpg
Poison,resize_Stunky-24.png
Grass,resize_Bellsprout-2.png
Ghost,resize_GengarMega Gengar-4.jpg
Electric,resize_RotomHeat Rotom-12.png
Normal,resize_Noctowl-14.jpg
Normal,resize_Chansey-22.png
Fire,resize_Slugma-12.png
Water,resize_Horsea-13.png
Dragon,resize_Altaria-14.png
Grass,resize_Sunflora-9.jpg
Normal,resize_Porygon-Z-33.jpg
Water,resize_Cloyster-1.png
Ice,resize_Delibird-10.png
Bug,resize_Parasect-27.jpg
Fighting,resize_Mienfoo-16.png
Grass,resize_Bulbasaur-27.jpg
Dark,resize_Mightyena-3.jpg
Steel,resize_Klefki-30.png
Fairy,resize_Granbull-18.jpg
Psychic,resize_Azelf-28.png
Grass,resize_Chesnaught-7.png
Normal,resize_Stantler-30.jpg
Ice,resize_GlalieMega Glalie-23.png
Fighting,resize_Mienfoo-1.jpg
Water,resize_SlowbroMega Slowbro-6.png
Bug,resize_Caterpie-12.jpg
Ice,resize_Walrein-31.png
Normal,resize_Stantler-24.jpg
Fire,resize_Pyroar-3.jpg
Normal,resize_Sawsbuck-21.png
Fighting,resize_Mankey-15.jpg
Fire,resize_CharizardMega Charizard X-29.jpg
Dark,resize_Zoroark-10.jpg
Water,resize_Pelipper-6.jpg
Fighting,resize_Machop-16.png
Water,resize_Tentacool-5.png
Electric,resize_Luxio-15.png
Grass,resize_SceptileMega Sceptile-10.png
Water,resize_Mantyke-1.png
Grass,resize_Bulbasaur-33.jpg
Psychic,resize_DeoxysSpeed Forme-16.jpg
Bug,resize_Scizor-27.png
Rock,resize_Binacle-15.png
Dragon,resize_Zygarde50% Forme-1.png
Normal,resize_Stoutland-30.jpg
Ghost,resize_Misdreavus-26.png
Poison,resize_Nidoran♂-20.jpg
Dark,resize_Malamar-34.jpg
Bug,resize_Caterpie-6.jpg
Normal,resize_LopunnyMega Lopunny-31.png
Bug,resize_WormadamSandy Cloak-7.png
Normal,resize_Swellow-14.jpg
Dark,resize_Mandibuzz-8.jpg
Fire,resize_Charmander-28.png
Fighting,resize_Conkeldurr-32.png
Psychic,resize_Gothitelle-6.png
Normal,resize_Eevee-17.png
Steel,resize_Aggron-31.jpg
Bug,resize_Whirlipede-24.png
Bug,resize_Cascoon-28.png
Water,resize_Slowbro-2.gif
Normal,resize_Teddiursa-32.gif
Psychic,resize_Victini-12.png
Ground,resize_Rhyperior-5.png
Fighting,resize_Makuhita-3.png
Normal,resize_Staraptor-26.jpg
Grass,resize_Roselia-23.png
Ice,resize_Swinub-24.gif
Grass,resize_Cacnea-12.png
Fairy,resize_Togetic-31.jpg
Water,resize_Tympole-34.png
Rock,resize_Carbink-6.png
Bug,resize_Shedinja-30.jpg
Normal,resize_Slaking-31.png
Normal,resize_Braviary-5.png
Water,resize_Poliwhirl-25.jpg
Water,resize_Tympole-20.png
Ice,resize_Delibird-8.png
Poison,resize_Drapion-22.jpg
Water,resize_Poliwhirl-31.jpg
Dragon,resize_LatiosMega Latios-29.png
Ground,resize_Cubone-16.png
Bug,resize_Beedrill-16.png
Bug,resize_Nincada-13.png
Ground,resize_Stunfisk-12.svg
Grass,resize_Breloom-16.jpg
Bug,resize_Sewaddle-32.jpg
Poison,resize_Trubbish-18.png
Fairy,resize_Togetic-25.jpg
Rock,resize_DiancieMega Diancie-18.png
Normal,resize_KangaskhanMega Kangaskhan-7.png
Normal,resize_Staraptor-32.jpg
Grass,resize_Serperior-32.jpg
Bug,resize_Metapod-1.jpg
Fighting,resize_Conkeldurr-26.png
Grass,resize_Leafeon-0.png
Rock,resize_Tyranitar-0.png
Fighting,resize_Hawlucha-11.png
Water,resize_Piplup-1.png
Ground,resize_Sandshrew-14.jpg
Normal,resize_Lickitung-8.png
Flying,resize_TornadusTherian Forme-29.png
Grass,resize_Petilil-33.jpg
Ground,resize_Rhyhorn-9.jpg
Water,resize_Dewgong-19.gif
Dragon,resize_Kyurem-4.png
Water,resize_Octillery-6.png
Fighting,resize_Timburr-21.jpg
Ground,resize_Sandshrew-4.png
Water,resize_Seaking-26.jpg
Grass,resize_Abomasnow-7.jpg
Bug,resize_WormadamTrash Cloak-1.jpg
Psychic,resize_Mr. Mime-14.png
Bug,resize_Spewpa-5.png
Psychic,resize_Uxie-22.png
Grass,resize_Budew-3.png
Fighting,resize_Pancham-33.jpg
Normal,resize_Pidgeotto-15.png
Poison,resize_Trubbish-30.png
Normal,resize_Exploud-31.jpg
Normal,resize_Audino-34.jpg
Rock,resize_DiancieMega Diancie-30.png
Psychic,resize_Gallade-9.jpg
Fighting,resize_Pancham-27.jpg
Bug,resize_Galvantula-33.png
Normal,resize_Furret-0.png
Dragon,resize_Latias-28.jpg
Dark,resize_Purrloin-3.jpg
Bug,resize_Accelgor-16.png
Water,resize_Gorebyss-16.png
Poison,resize_Trubbish-24.png
Poison,resize_Swalot-7.png
Fairy,resize_Togetic-19.jpg
Steel,resize_Klink-12.png
Electric,resize_Raikou-6.png
Water,resize_Krabby-31.png
Bug,resize_ScizorMega Scizor-5.png
Dragon,resize_Dragonair-3.png
Bug,resize_HeracrossMega Heracross-0.png
Water,resize_KeldeoOrdinary Forme-11.jpg
Psychic,resize_Drowzee-29.gif
Water,resize_Seaking-32.jpg
Ghost,resize_Litwick-9.jpg
Poison,resize_Golbat-2.gif
Grass,resize_Seedot-29.png
Water,resize_Seadra-16.png
Water,resize_Swampert-32.jpg
Grass,resize_Shiftry-15.gif
Fire,resize_Pansear-3.png
Normal,resize_Igglybuff-21.png
Normal,resize_Zigzagoon-26.png
Bug,resize_Venomoth-1.png
Poison,resize_Ekans-16.png
Steel,resize_Aggron-4.png
Electric,resize_Manectric-9.png
Water,resize_Feraligatr-12.png
Normal,resize_Slaking-25.jpg
Bug,resize_Shedinja-24.png
Poison,resize_Arbok-4.jpg
Normal,resize_Exploud-19.png
Grass,resize_VenusaurMega Venusaur-10.jpg
Dragon,resize_Latias-14.png
Water,resize_Magikarp-18.gif
Normal,resize_Dodrio-17.jpg
Psychic,resize_Ralts-5.png
Dragon,resize_Druddigon-16.gif
Water,resize_Slowbro-22.jpg
Steel,resize_Aggron-25.png
Electric,resize_AmpharosMega Ampharos-4.png
Electric,resize_RotomWash Rotom-0.jpg
Bug,resize_Cascoon-4.png
Psychic,resize_Hypno-18.jpg
Grass,resize_Serperior-26.png
Bug,resize_Beedrill-2.png
Normal,resize_Jigglypuff-10.jpg
Fighting,resize_Hariyama-13.jpg
Fire,resize_Volcanion-2.png
Grass,resize_Tropius-9.png
Dark,resize_Malamar-4.png
Water,resize_Swanna-5.png
Water,resize_Manaphy-23.jpg
Bug,resize_Swadloon-23.png
Normal,resize_Raticate-2.png
Grass,resize_Servine-10.png
Bug,resize_Shuckle-14.jpg
Normal,resize_Pidgeotto-29.jpg
Rock,resize_Barbaracle-3.png
Bug,resize_Sewaddle-26.png
Normal,resize_MeloettaAria Forme-12.jpg
Fire,resize_DarmanitanStandard Mode-28.png
Normal,resize_Castform-17.jpg
Fire,resize_Heatmor-11.jpg
Rock,resize_Nosepass-22.png
Steel,resize_Dialga-2.png
Normal,resize_Lopunny-21.png
Normal,resize_Exploud-25.png
Normal,resize_Audino-20.png
Rock,resize_DiancieMega Diancie-24.jpg
Grass,resize_Venusaur-11.png
Bug,resize_Shedinja-18.png
Normal,resize_Slaking-19.jpg
Normal,resize_Slaking-2.png
Fire,resize_BlazikenMega Blaziken-0.jpg
Grass,resize_Maractus-23.jpg
Dragon,resize_LatiosMega Latios-15.jpg
Fire,resize_Magmar-22.jpg
Ghost,resize_Shuppet-12.png
Steel,resize_Aggron-19.png
Ground,resize_Sandshrew-28.png
Psychic,resize_Hypno-30.jpg
Ice,resize_Glalie-2.png
Electric,resize_Raikou-13.jpg
Water,resize_Gastrodon-22.png
Normal,resize_Farfetch'd-26.jpg
Psychic,resize_Sigilyph-10.jpg
Water,resize_Magikarp-1.jpg
Grass,resize_Petilil-27.png
Normal,resize_Diggersby-21.png
Normal,resize_Farfetch'd-32.jpg
Normal,resize_Zigzagoon-32.jpg
Fire,resize_Ninetales-4.jpg
Bug,resize_Whirlipede-18.jpg
Water,resize_Ludicolo-13.png
Dark,resize_Vullaby-10.png
Bug,resize_Cascoon-14.jpg
Psychic,resize_Espeon-2.jpg
Water,resize_Swampert-26.png
Psychic,resize_Hypno-24.jpg
Water,resize_Poliwhirl-19.png
Fighting,resize_Meditite-13.png
Fire,resize_DarmanitanStandard Mode-14.png
Dragon,resize_Axew-12.png
Grass,resize_Simisage-28.gif
Ghost,resize_Duskull-0.png
Water,resize_Krabby-25.jpg
Psychic,resize_MeowsticMale-6.png
Electric,resize_Magnemite-32.jpg
Water,resize_Huntail-6.png
Psychic,resize_Xatu-23.jpg
Dragon,resize_Garchomp-4.png
Normal,resize_Girafarig-5.jpg
Psychic,resize_Mewtwo-1.png
Bug,resize_Shuckle-28.jpg
Electric,resize_Luxio-29.jpg
